County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),State FIPS,County FIPS,Year
"Douglas County, Oregon",200600,661,8769.0,109405,43975,15084.0,46157,47746,41,019,2017
"Polk County, Oregon",254500,832,9373.0,83696,35834,15734.0,37886,55428,41,053,2017
"Clackamas County, Oregon",404200,1110,70271.0,412672,212319,34112.0,220422,79878,41,005,2017
"Deschutes County, Oregon",368600,999,29959.0,186875,91818,17443.0,96722,66273,41,017,2017
"Linn County, Oregon",216100,769,11226.0,125047,54332,18141.0,59519,51541,41,043,2017
"Yamhill County, Oregon",308700,849,12090.0,105722,48890,10604.0,50613,64104,41,071,2017
"Josephine County, Oregon",278000,733,7414.0,86352,30648,14813.0,32891,44426,41,033,2017
"Klamath County, Oregon",179300,563,6120.0,66935,26436,12861.0,27961,38916,41,035,2017
"Umatilla County, Oregon",172000,647,4919.0,76985,33647,11870.0,35224,52288,41,059,2017
"Lane County, Oregon",258300,823,46913.0,374748,174646,61751.0,186776,50654,41,039,2017
"Washington County, Oregon",394000,1246,118371.0,588957,311362,45881.0,325472,80946,41,067,2017
"Multnomah County, Oregon",393900,1075,160186.0,807555,442190,116024.0,464232,63974,41,051,2017
"Delaware County, Pennsylvania",244900,891,86594.0,564696,282339,52842.0,297591,73854,42,045,2017
"Dauphin County, Pennsylvania",173600,796,33258.0,275710,139315,33015.0,145449,61622,42,043,2017
"Franklin County, Pennsylvania",182000,695,14342.0,154234,73647,14928.0,76839,60459,42,055,2017
"Monroe County, Pennsylvania",164000,874,17336.0,168046,81955,12080.0,87818,61612,42,089,2017
"Washington County, Pennsylvania",171100,575,30381.0,207298,100823,17930.0,105733,60551,42,125,2017
"Philadelphia County, Pennsylvania",166200,812,176732.0,1580863,673721,395664.0,741484,39759,42,101,2017
"York County, Pennsylvania",179900,770,50969.0,446078,224848,41369.0,236373,63519,42,133,2017
"Indiana County, Pennsylvania",120200,580,7998.0,84953,38669,10163.0,42351,46237,42,063,2017
"Cumberland County, Pennsylvania",202300,767,37260.0,250066,125065,15829.0,128987,69301,42,041,2017
"Allegheny County, Pennsylvania",153500,725,210333.0,1223048,625949,133749.0,658769,58625,42,003,2017
"Westmoreland County, Pennsylvania",151200,537,51308.0,352627,175074,34234.0,182269,60713,42,129,2017
"Blair County, Pennsylvania",129600,564,13188.0,123457,55137,17608.0,58218,45957,42,013,2017
"Lawrence County, Pennsylvania",115200,481,9646.0,87069,40546,10554.0,43694,49967,42,073,2017
"Cambria County, Pennsylvania",91600,453,13073.0,133054,56555,19135.0,60036,46598,42,021,2017
"Chester County, Pennsylvania",355000,1104,109477.0,519293,274328,32121.0,286577,96656,42,029,2017
"Berks County, Pennsylvania",173700,717,44019.0,417854,203508,47870.0,216947,61058,42,011,2017
"Somerset County, Pennsylvania",110000,440,5493.0,74501,32639,7986.0,34457,48846,42,111,2017
"Crawford County, Pennsylvania",114600,497,8853.0,86159,39905,11642.0,42519,50657,42,039,2017
"Erie County, Pennsylvania",138700,574,32628.0,274541,123077,41865.0,131141,50614,42,049,2017
"Schuylkill County, Pennsylvania",101900,510,12468.0,142569,62525,15735.0,66883,49559,42,107,2017
"Adams County, Pennsylvania",203500,695,9951.0,102336,51121,7452.0,53206,63107,42,001,2017
"Armstrong County, Pennsylvania",114400,522,5096.0,65642,29154,8229.0,30838,45949,42,005,2017
"Carbon County, Pennsylvania",151400,586,4693.0,63853,28606,8651.0,30729,49647,42,025,2017
"Centre County, Pennsylvania",232300,858,23959.0,162660,76120,26223.0,79389,55895,42,027,2017
"Northumberland County, Pennsylvania",115900,475,7873.0,92029,40866,12678.0,42418,44895,42,097,2017
"Northampton County, Pennsylvania",212000,860,40172.0,303405,150359,29695.0,158063,66066,42,095,2017
"Beaver County, Pennsylvania",138300,526,19078.0,166140,79662,17971.0,84290,54923,42,007,2017
"Bucks County, Pennsylvania",326700,1056,108643.0,628341,336405,37588.0,349262,84749,42,017,2017
"Lackawanna County, Pennsylvania",153100,633,27390.0,210761,97861,29431.0,102407,49172,42,069,2017
"Lehigh County, Pennsylvania",211300,875,44298.0,366494,178035,45790.0,189692,60871,42,077,2017
"Fayette County, Pennsylvania",101000,504,12661.0,131504,55152,22392.0,58571,44184,42,051,2017
"Montgomery County, Pennsylvania",315900,1114,162775.0,826075,440989,46064.0,458683,87304,42,091,2017
"Clearfield County, Pennsylvania",96600,494,7075.0,79685,33439,10906.0,37059,48581,42,033,2017
"Lebanon County, Pennsylvania",172900,673,13840.0,139754,66901,15564.0,69664,57372,42,075,2017
"Lycoming County, Pennsylvania",160800,622,13030.0,113841,53649,13060.0,56280,50909,42,081,2017
"Luzerne County, Pennsylvania",125700,590,34880.0,317343,153566,42279.0,162429,51332,42,079,2017
"Columbia County, Pennsylvania",151700,627,5704.0,65932,31204,8160.0,32595,51726,42,037,2017
"Butler County, Pennsylvania",210200,635,31664.0,187108,95108,14742.0,98915,68934,42,019,2017
"Lancaster County, Pennsylvania",204200,829,63410.0,542903,275020,53138.0,284815,63407,42,071,2017
"Mercer County, Pennsylvania",123700,517,12976.0,111750,49516,11752.0,52364,46785,42,085,2017
"Newport County, Rhode Island",389600,1154,17182.0,83460,42406,5934.0,44036,80222,44,005,2017
"Kent County, Rhode Island",231500,893,25771.0,163760,88031,12104.0,92204,75143,44,003,2017
"Providence County, Rhode Island",230700,803,77636.0,637357,315665,86784.0,338356,56672,44,007,2017
"Washington County, Rhode Island",339400,882,21776.0,126150,66718,10489.0,70137,79374,44,009,2017
"Aiken County, South Carolina",144600,578,20160.0,168179,71348,23580.0,77438,50749,45,003,2017
"Sumter County, South Carolina",123500,568,9027.0,106847,44354,19559.0,49507,45585,45,085,2017
"Lexington County, South Carolina",159500,687,39368.0,290642,140295,34222.0,148093,60181,45,063,2017
"Oconee County, South Carolina",160800,519,8881.0,77270,32794,13503.0,34874,50192,45,073,2017
"Berkeley County, South Carolina",184500,846,23589.0,217937,100557,24698.0,105886,57147,45,015,2017
"Charleston County, South Carolina",330300,938,77105.0,401438,210217,50945.0,217303,60555,45,019,2017
"Darlington County, South Carolina",85500,509,7105.0,67265,29180,13830.0,30697,37465,45,031,2017
"York County, South Carolina",199400,713,41159.0,266439,130588,30891.0,137747,62217,45,091,2017
"Anderson County, South Carolina",142600,573,18928.0,198759,90627,28142.0,94600,48593,45,007,2017
"Greenwood County, South Carolina",129400,508,6512.0,70355,30196,12773.0,32873,40453,45,047,2017
"Horry County, South Carolina",176400,774,37121.0,333268,144160,55026.0,154553,45680,45,051,2017
"Kershaw County, South Carolina",119300,505,6072.0,65036,27868,9495.0,29610,50010,45,055,2017
"Orangeburg County, South Carolina",92800,512,6909.0,87476,36919,19989.0,40681,35947,45,075,2017
"Spartanburg County, South Carolina",136500,623,32396.0,306854,142999,40590.0,150862,50985,45,083,2017
"Beaufort County, South Carolina",305300,940,31295.0,186844,73879,18628.0,79015,58847,45,013,2017
"Richland County, South Carolina",168200,734,57461.0,411592,200134,64967.0,211577,51946,45,079,2017
"Greenville County, South Carolina",182300,697,72138.0,506837,249715,61652.0,259895,55914,45,045,2017
"Lancaster County, South Carolina",187700,543,12071.0,92550,38685,13139.0,41051,61914,45,057,2017
"Dorchester County, South Carolina",203900,881,20688.0,156456,74594,14657.0,77954,64148,45,035,2017
"Florence County, South Carolina",129700,574,14444.0,138566,58945,24931.0,63727,42929,45,041,2017
"Laurens County, South Carolina",87000,500,4553.0,66848,26384,15721.0,28473,40377,45,059,2017
"Pickens County, South Carolina",154800,590,10727.0,123479,56753,17876.0,59846,47520,45,077,2017
"Minnehaha County, South Dakota",190400,708,26474.0,188616,106515,15027.0,109434,61083,46,099,2017
"Pennington County, South Dakota",192000,701,13624.0,110141,53686,13268.0,56229,54836,46,103,2017
"Washington County, Tennessee",162500,590,16850.0,127806,60494,18412.0,63019,40697,47,179,2017
"Maury County, Tennessee",188600,779,10383.0,92163,45709,8049.0,47343,57258,47,119,2017
"Robertson County, Tennessee",172300,638,5616.0,70177,34429,9233.0,36997,60474,47,147,2017
"Blount County, Tennessee",175500,584,13484.0,129929,58070,16026.0,61133,50675,47,009,2017
"Madison County, Tennessee",131200,593,9586.0,97643,43000,16627.0,45146,45013,47,113,2017
"Sumner County, Tennessee",238400,844,23788.0,183545,94581,14686.0,97146,65014,47,165,2017
"Williamson County, Tennessee",451400,1311,53174.0,226257,115678,7302.0,118762,105622,47,187,2017
"Greene County, Tennessee",115700,448,4523.0,68808,26708,12712.0,28375,37920,47,059,2017
"Shelby County, Tennessee",148600,700,113316.0,936961,433458,172973.0,466049,49647,47,157,2017
"Putnam County, Tennessee",160400,546,6900.0,77674,34656,16062.0,36488,39647,47,141,2017
"Sevier County, Tennessee",185900,576,7861.0,97638,48372,11391.0,51202,49963,47,155,2017
"Davidson County, Tennessee",250200,931,129205.0,691243,387357,97184.0,403026,58490,47,037,2017
"Bradley County, Tennessee",166100,598,8761.0,105560,49613,19170.0,52587,48857,47,011,2017
"Montgomery County, Tennessee",167600,792,21700.0,200182,86666,26468.0,91825,58381,47,125,2017
"Knox County, Tennessee",180200,729,69754.0,461860,235771,62865.0,244820,55266,47,093,2017
"Anderson County, Tennessee",155200,531,6782.0,76257,33367,11704.0,34861,48109,47,001,2017
"Hamilton County, Tennessee",177300,706,55255.0,361613,171599,42770.0,178199,51302,47,065,2017
"Rutherford County, Tennessee",216600,843,49337.0,317157,173238,32885.0,178124,68514,47,149,2017
"Wilson County, Tennessee",260200,849,21665.0,136442,68170,12306.0,69967,69959,47,189,2017
"Sullivan County, Tennessee",142800,489,16865.0,157158,67282,24148.0,71949,44909,47,163,2017
"Tom Green County, Texas",140400,698,11896.0,118019,55043,12589.0,58272,51114,48,451,2017
"Victoria County, Texas",140300,741,7695.0,92084,44186,14998.0,46215,51892,48,469,2017
"Wichita County, Texas",100700,624,13759.0,132000,54697,19958.0,56930,43295,48,485,2017
"Midland County, Texas",202100,958,21001.0,165049,80321,17398.0,82643,75590,48,329,2017
"Grayson County, Texas",139500,715,12095.0,131140,60493,17605.0,63124,56718,48,181,2017
"Brazos County, Texas",190600,756,26793.0,222830,104004,52810.0,108476,45155,48,041,2017
"Gregg County, Texas",137600,702,10641.0,123367,55441,19692.0,58052,47095,48,183,2017
"Lubbock County, Texas",137700,690,34166.0,305225,150205,57709.0,158107,47317,48,303,2017
"Kaufman County, Texas",182300,771,11133.0,122883,57486,10671.0,60434,65841,48,257,2017
"Bexar County, Texas",160100,807,218312.0,1958578,900337,301757.0,951788,54175,48,029,2017
"Bell County, Texas",147200,764,37082.0,347833,143874,47084.0,153988,52479,48,027,2017
"Cameron County, Texas",92000,532,31918.0,423725,163181,117460.0,172514,36975,48,061,2017
"Denton County, Texas",280600,1031,166793.0,836210,450427,59581.0,467676,86291,48,121,2017
"Galveston County, Texas",206400,871,45045.0,335036,156219,38588.0,163381,70494,48,167,2017
"El Paso County, Texas",122300,703,77102.0,840410,357050,173869.0,380630,44489,48,141,2017
"Bowie County, Texas",132000,548,9387.0,94012,38504,11867.0,40738,50573,48,037,2017
"Hidalgo County, Texas",86100,561,64084.0,860661,334478,255112.0,358011,37106,48,215,2017
"Smith County, Texas",155900,724,27387.0,227727,99294,36929.0,104884,54339,48,423,2017
"Hunt County, Texas",137300,697,8933.0,93872,41345,17170.0,43374,55786,48,231,2017
"Guadalupe County, Texas",190000,900,18045.0,159659,72900,15167.0,76419,66486,48,187,2017
"Nacogdoches County, Texas",141600,607,5424.0,65580,27378,15869.0,30219,47589,48,347,2017
"Parker County, Texas",216100,852,16980.0,133463,60723,9137.0,63432,75823,48,367,2017
"Ector County, Texas",149500,777,9690.0,157087,74637,17959.0,80365,55380,48,135,2017
"Travis County, Texas",321400,1120,266510.0,1226698,691311,140724.0,715727,72884,48,453,2017
"Collin County, Texas",323500,1204,211777.0,969603,509466,58233.0,528607,94933,48,085,2017
"Angelina County, Texas",111700,608,6186.0,87805,36139,18313.0,39121,45326,48,005,2017
"Hays County, Texas",234400,925,32629.0,214485,109760,28483.0,115557,65667,48,209,2017
"Brazoria County, Texas",195200,959,48297.0,362457,169193,29268.0,178362,82229,48,039,2017
"Henderson County, Texas",116000,611,5518.0,81064,31876,13319.0,33992,44971,48,213,2017
"Harrison County, Texas",141700,659,5952.0,66661,25638,11767.0,27202,53394,48,203,2017
"Williamson County, Texas",272500,1119,98759.0,547545,272802,34730.0,283363,81719,48,491,2017
"Orange County, Texas",107100,563,7036.0,85047,36830,10378.0,38700,58863,48,361,2017
"Harris County, Texas",174000,879,584612.0,4652980,2215947,740843.0,2361656,58645,48,201,2017
"Dallas County, Texas",175000,895,327992.0,2618148,1305420,384783.0,1374076,56718,48,113,2017
"Johnson County, Texas",154200,747,14394.0,167301,78681,15309.0,81032,62482,48,251,2017
"McLennan County, Texas",139800,694,25205.0,251259,116613,42630.0,122768,47267,48,309,2017
"Montgomery County, Texas",235400,977,82710.0,570934,272115,49716.0,285903,76811,48,339,2017
"Webb County, Texas",133200,639,18128.0,274794,109608,76185.0,113798,43408,48,479,2017
"Fort Bend County, Texas",264000,1192,139460.0,764828,359070,62597.0,381359,90845,48,157,2017
"Jefferson County, Texas",107200,705,21617.0,256299,105000,43797.0,111538,47657,48,245,2017
"Tarrant County, Texas",186200,885,278693.0,2054475,1022448,235323.0,1071609,65052,48,439,2017
"Ellis County, Texas",190400,802,17351.0,173620,83774,12859.0,86892,72138,48,139,2017
"Nueces County, Texas",138600,811,32045.0,361221,163305,54843.0,174385,52482,48,355,2017
"San Patricio County, Texas",120900,666,3369.0,67215,28216,13836.0,30019,51012,48,409,2017
"Randall County, Texas",173900,750,19843.0,134442,70731,11532.0,73579,62098,48,381,2017
"Liberty County, Texas",99200,539,3143.0,83658,29454,10218.0,31728,45614,48,291,2017
"Wise County, Texas",160800,662,4140.0,66181,29718,7724.0,31105,58839,48,497,2017
"Rockwall County, Texas",266400,1205,16124.0,96788,46589,6111.0,48772,94848,48,397,2017
"Taylor County, Texas",122100,683,12642.0,136290,66497,19986.0,68965,51894,48,441,2017
"Walker County, Texas",156400,721,7381.0,72245,25791,13366.0,26762,40936,48,471,2017
"Comal County, Texas",282300,939,24661.0,141009,67478,14300.0,70089,71060,48,091,2017
"Coryell County, Texas",115200,749,5680.0,74913,25055,7772.0,27331,52769,48,099,2017
"Potter County, Texas",91200,661,8242.0,120458,51210,19843.0,52828,45312,48,375,2017
"Bastrop County, Texas",180900,749,10163.0,84761,39650,5712.0,40680,72107,48,021,2017
"Washington County, Utah",279800,879,18671.0,165662,69929,19679.0,72621,54842,49,053,2017
"Utah County, Utah",297900,876,86689.0,606425,277905,62576.0,288618,70417,49,049,2017
"Weber County, Utah",221000,730,26541.0,251769,121777,27947.0,126829,62917,49,057,2017
"Salt Lake County, Utah",301700,955,163704.0,1135649,593714,101339.0,616271,71471,49,035,2017
"Davis County, Utah",282800,909,54023.0,347637,165586,16509.0,169363,80301,49,011,2017
"Cache County, Utah",218400,679,16854.0,124438,60697,20197.0,61918,52828,49,005,2017
"Chittenden County, Vermont",293800,1139,30148.0,162372,90716,20015.0,94575,64444,50,007,2017
"James City County, Virginia",347400,986,14510.0,75524,34138,5606.0,36138,87910,51,095,2017
"Henrico County, Virginia",239000,954,60102.0,327898,170069,31929.0,180242,67185,51,087,2017
"Rockingham County, Virginia",221700,709,7743.0,80227,39741,6010.0,41188,59493,51,165,2017
"Spotsylvania County, Virginia",285900,1210,18776.0,133033,65661,8792.0,70146,86491,51,177,2017
"Montgomery County, Virginia",238300,875,10617.0,98559,46445,23150.0,47821,56462,51,121,2017
"Augusta County, Virginia",211700,690,6265.0,75144,34399,6843.0,35493,57017,51,015,2017
"Loudoun County, Virginia",508800,1695,89129.0,398080,216107,11086.0,223371,135842,51,107,2017
"Prince William County, Virginia",378800,1465,70394.0,463023,241953,28069.0,254150,100845,51,153,2017
"Roanoke County, Virginia",196700,806,16133.0,93730,45273,7384.0,46964,64287,51,161,2017
"Fauquier County, Virginia",390100,1343,10849.0,69465,34172,3023.0,35852,98585,51,061,2017
"Hanover County, Virginia",291600,919,18872.0,105923,55567,5811.0,57915,90066,51,085,2017
"Chesapeake city, Virginia",270200,1015,33738.0,240397,110188,22400.0,115705,76629,51,550,2017
"Albemarle County, Virginia",336200,1092,23154.0,107702,53421,8726.0,54895,77181,51,003,2017
"Bedford County, Virginia",198900,633,9421.0,77974,37112,6578.0,38544,66327,51,019,2017
"Portsmouth city, Virginia",175200,815,9353.0,94572,40918,16228.0,44517,50242,51,740,2017
"Virginia Beach city, Virginia",282300,1154,68380.0,450435,224890,35394.0,234213,72586,51,810,2017
"Alexandria city, Virginia",573200,1607,38144.0,160035,98823,18499.0,102205,100530,51,510,2017
"Hampton city, Virginia",184100,917,14915.0,134669,62436,20637.0,66799,54062,51,650,2017
"Arlington County, Virginia",735100,1822,61631.0,234965,148490,12137.0,152322,117237,51,013,2017
"Newport News city, Virginia",192500,817,19346.0,179388,79810,29868.0,85403,49716,51,700,2017
"Frederick County, Virginia",243200,883,9821.0,86484,43971,4654.0,44873,72405,51,069,2017
"Stafford County, Virginia",346400,1296,23119.0,146649,71912,4411.0,75628,112795,51,179,2017
"Lynchburg city, Virginia",160400,700,9292.0,80995,36697,12609.0,39516,45239,51,680,2017
"York County, Virginia",328500,1240,11744.0,67739,31466,3058.0,33254,83993,51,199,2017
"Richmond city, Virginia",233200,798,36236.0,227032,114387,52712.0,122009,46261,51,760,2017
"Roanoke city, Virginia",136300,638,9423.0,99837,47720,19002.0,50691,43799,51,770,2017
"Suffolk city, Virginia",252000,879,8958.0,90237,42145,9701.0,44463,70277,51,800,2017
"Norfolk city, Virginia",204400,838,27418.0,244703,106118,43627.0,114451,49445,51,710,2017
"Chesterfield County, Virginia",240500,1011,58833.0,343599,176790,21655.0,183249,80800,51,041,2017
"Fairfax County, Virginia",567000,1710,241638.0,1148433,616022,77177.0,639005,118279,51,059,2017
"Thurston County, Washington",283400,1079,43315.0,280588,129447,29670.0,140326,71765,53,067,2017
"Benton County, Washington",238900,888,22907.0,198171,89615,24825.0,93505,63346,53,005,2017
"Clark County, Washington",329200,1123,66650.0,474643,229275,48171.0,242003,74747,53,011,2017
"Skagit County, Washington",303400,949,15780.0,125619,57452,13600.0,60347,66066,53,057,2017
"Spokane County, Washington",222200,737,67327.0,506152,238436,69436.0,251126,53360,53,063,2017
"Chelan County, Washington",289900,764,8745.0,76533,34789,12676.0,36713,61615,53,007,2017
"Kitsap County, Washington",326200,1091,39711.0,266414,117361,20068.0,121987,73026,53,035,2017
"King County, Washington",563600,1412,481735.0,2188649,1199665,200113.0,1253657,89675,53,033,2017
"Yakima County, Washington",177700,625,16137.0,250193,101101,44645.0,109117,47402,53,077,2017
"Clallam County, Washington",256200,801,8325.0,75474,26710,13889.0,29390,47907,53,009,2017
"Cowlitz County, Washington",208900,719,7481.0,106910,43937,18145.0,48170,49456,53,015,2017
"Lewis County, Washington",197900,712,5511.0,78200,31500,11447.0,34815,49827,53,041,2017
"Grays Harbor County, Washington",169200,587,4997.0,72697,28454,12672.0,30237,47445,53,027,2017
"Island County, Washington",363800,942,12425.0,83159,32533,8519.0,34001,59644,53,029,2017
"Pierce County, Washington",300200,1048,98648.0,876764,407033,86035.0,428801,69278,53,053,2017
"Franklin County, Washington",209900,681,6118.0,92125,42498,11497.0,44573,64344,53,021,2017
"Grant County, Washington",177900,662,5995.0,95158,41462,13388.0,43028,58644,53,025,2017
"Whatcom County, Washington",355500,967,36620.0,221404,111592,28279.0,117300,61186,53,073,2017
"Snohomish County, Washington",407900,1250,122725.0,801633,413580,56391.0,431018,82595,53,061,2017
"Wood County, West Virginia",130700,550,8426.0,85104,36050,16537.0,37777,44115,54,107,2017
"Monongalia County, West Virginia",216800,697,14230.0,105030,52236,18486.0,55922,50888,54,061,2017
"Cabell County, West Virginia",139700,537,10795.0,94958,38126,26003.0,39472,33750,54,011,2017
"Kanawha County, West Virginia",111900,511,20867.0,183293,77973,33617.0,83592,42197,54,039,2017
"Harrison County, West Virginia",120400,580,6175.0,67811,31373,12154.0,32890,58082,54,033,2017
"Raleigh County, West Virginia",101200,502,7360.0,75022,27851,13803.0,30543,42121,54,081,2017
"Berkeley County, West Virginia",174000,806,11935.0,114920,54140,13927.0,57915,59142,54,003,2017
"St. Croix County, Wisconsin",248500,747,14162.0,88703,47476,3095.0,48649,80512,55,109,2017
"Milwaukee County, Wisconsin",157000,717,121460.0,952085,455061,175772.0,480387,47591,55,079,2017
"Racine County, Wisconsin",169500,691,24352.0,196071,96221,19579.0,100155,60897,55,101,2017
"Winnebago County, Wisconsin",157800,620,23384.0,170414,88583,19686.0,90964,56678,55,139,2017
"Sheboygan County, Wisconsin",154900,600,14080.0,115344,60484,8110.0,61932,58361,55,117,2017
"Outagamie County, Wisconsin",168600,656,25354.0,186059,101832,12863.0,104303,65564,55,087,2017
"La Crosse County, Wisconsin",172600,701,16682.0,118274,63440,13961.0,64800,57033,55,063,2017
"Brown County, Wisconsin",173400,664,37969.0,262052,137851,24763.0,142126,60793,55,009,2017
"Eau Claire County, Wisconsin",170400,669,13037.0,103671,56515,15744.0,58368,54963,55,035,2017
"Marathon County, Wisconsin",148400,627,15586.0,135732,71385,13885.0,74226,58173,55,073,2017
"Waukesha County, Wisconsin",279200,885,85939.0,400621,213421,18842.0,219540,82248,55,133,2017
"Dodge County, Wisconsin",164700,633,7340.0,87786,44389,6676.0,47239,56421,55,027,2017
"Walworth County, Wisconsin",203500,728,13057.0,103082,55186,10609.0,57917,60178,55,127,2017
"Manitowoc County, Wisconsin",123100,555,7554.0,79175,41161,6937.0,42184,54785,55,071,2017
"Washington County, Wisconsin",232300,744,21264.0,135101,75093,6644.0,76233,75453,55,131,2017
"Dane County, Wisconsin",263300,939,105073.0,536416,304412,61487.0,312241,72268,55,025,2017
"Fond du Lac County, Wisconsin",152100,637,12178.0,102548,54580,8032.0,56768,61417,55,039,2017
"Ozaukee County, Wisconsin",291200,772,19063.0,88429,47101,4790.0,47994,82869,55,089,2017
"Portage County, Wisconsin",162000,672,10847.0,70474,37758,8786.0,38900,52247,55,097,2017
"Rock County, Wisconsin",142700,666,16261.0,162309,77364,19945.0,81840,55304,55,105,2017
"Wood County, Wisconsin",135500,582,6841.0,73126,36329,7775.0,37320,52110,55,141,2017
"Jefferson County, Wisconsin",191400,686,9739.0,84832,46421,7144.0,48314,56675,55,055,2017
"Kenosha County, Wisconsin",174500,794,19116.0,168521,86872,18698.0,92373,61073,55,059,2017
"Natrona County, Wyoming",206200,773,8442.0,79547,39307,8418.0,42524,60546,56,025,2017
"Laramie County, Wyoming",217500,775,10821.0,98327,46520,9563.0,49380,61961,56,021,2017
"Arecibo Municipio, Puerto Rico",97800,229,11384.0,86066,24200,41275.0,28510,17740,72,013,2017
"Guaynabo Municipio, Puerto Rico",183200,609,17658.0,87328,30675,24144.0,33280,24792,72,061,2017
"Bayamón Municipio, Puerto Rico",127700,500,25175.0,179565,64518,58560.0,73543,25815,72,021,2017
"Carolina Municipio, Puerto Rico",134400,553,26751.0,154489,60954,40140.0,69975,30822,72,031,2017
"Mayagüez Municipio, Puerto Rico",97200,380,10340.0,75525,18645,37015.0,25626,14010,72,097,2017
"Trujillo Alto Municipio, Puerto Rico",144400,436,11427.0,66675,27673,18426.0,28238,31322,72,139,2017
"Ponce Municipio, Puerto Rico",99800,243,17434.0,140859,34122,72708.0,38792,16270,72,113,2017
"Toa Alta Municipio, Puerto Rico",137700,502,10881.0,73217,24830,22225.0,29482,24223,72,135,2017
"Toa Baja Municipio, Puerto Rico",116500,477,11453.0,78092,27312,26276.0,33543,25487,72,137,2017
"Caguas Municipio, Puerto Rico",119000,434,19570.0,129604,44158,53049.0,52353,22377,72,025,2017
"San Juan Municipio, Puerto Rico",146100,390,53930.0,337288,123307,132263.0,144677,21912,72,127,2017
"Lee County, Alabama",182700,645,19722.0,163941,73544,32067.0,78040,46456,01,081,2018
"Jefferson County, Alabama",166900,687,94694.0,659300,298525,102816.0,320072,55206,01,073,2018
"Lauderdale County, Alabama",157800,435,9762.0,92387,42960,11899.0,43953,49014,01,077,2018
"Limestone County, Alabama",164800,502,12638.0,96174,41425,10476.0,43651,67000,01,083,2018
"Shelby County, Alabama",217900,884,40179.0,215707,107307,17492.0,110867,71230,01,117,2018
"Baldwin County, Alabama",193800,831,32210.0,218022,102800,19205.0,105280,56813,01,003,2018
"Elmore County, Alabama",166300,621,10146.0,81887,34265,7376.0,36168,60796,01,051,2018
"Talladega County, Alabama",115800,385,5202.0,79828,31923,14903.0,34904,40315,01,121,2018
"Morgan County, Alabama",139700,536,14437.0,119089,53742,13966.0,55580,53260,01,103,2018
"St. Clair County, Alabama",172000,634,7838.0,88690,38686,10147.0,40234,56602,01,115,2018
"Cullman County, Alabama",127700,433,4916.0,83442,35876,11827.0,37492,44612,01,043,2018
"Houston County, Alabama",132700,555,9583.0,104722,44812,16944.0,47654,48105,01,069,2018
"Tuscaloosa County, Alabama",173800,653,23183.0,208911,98877,32904.0,103123,54459,01,125,2018
"Etowah County, Alabama",127800,492,8676.0,102501,44172,17302.0,46578,45868,01,055,2018
"Walker County, Alabama",109900,386,3554.0,63711,25291,10812.0,27458,47602,01,127,2018
"DeKalb County, Alabama",112000,435,3931.0,71385,29616,15931.0,30604,36998,01,049,2018
"Mobile County, Alabama",131700,633,41139.0,413757,171487,84453.0,181636,43061,01,097,2018
"Calhoun County, Alabama",121800,534,7914.0,114277,49415,22752.0,53745,45818,01,015,2018
"Montgomery County, Alabama",134800,661,26299.0,225763,97362,43304.0,104153,49989,01,101,2018
"Marshall County, Alabama",136200,507,9316.0,96109,40540,18550.0,42425,47528,01,095,2018
"Madison County, Alabama",192500,706,67977.0,366519,176976,43298.0,186779,63111,01,089,2018
"Fairbanks North Star Borough, Alaska",259500,1183,10551.0,98971,45983,7651.0,48699,75448,02,090,2018
"Matanuska-Susitna Borough, Alaska",251800,948,9880.0,107610,42696,11011.0,46628,72667,02,170,2018
"Anchorage Municipality, Alaska",321300,1138,43882.0,291538,144628,26386.0,152967,83648,02,020,2018
"Maricopa County, Arizona",276800,961,620462.0,4410824,2139992,531672.0,2242432,65252,04,013,2018
"Mohave County, Arizona",189300,669,15673.0,209550,72632,33183.0,80596,46060,04,015,2018
"Coconino County, Arizona",293800,1114,18005.0,142854,67654,20243.0,71793,61843,04,005,2018
"Yavapai County, Arizona",261700,738,29024.0,231993,87644,30007.0,94588,48148,04,025,2018
"Pinal County, Arizona",200200,836,37962.0,447138,162888,52134.0,175564,59058,04,021,2018
"Pima County, Arizona",198100,758,129456.0,1039073,454426,164204.0,481650,53464,04,019,2018
"Cochise County, Arizona",142200,635,11563.0,126770,43375,16033.0,46200,50495,04,003,2018
"Apache County, Arizona",52300,343,2996.0,71818,17763,27125.0,19658,30207,04,001,2018
"Yuma County, Arizona",140600,692,15554.0,212128,76472,40295.0,82755,43403,04,027,2018
"Navajo County, Arizona",124600,524,5934.0,110445,32196,31654.0,37593,40463,04,017,2018
"Saline County, Arkansas",157500,641,14975.0,121421,59219,12727.0,60702,63084,05,125,2018
"Jefferson County, Arkansas",84100,534,5647.0,68114,23835,12764.0,26092,35652,05,069,2018
"Sebastian County, Arkansas",140000,528,12203.0,127753,59618,19471.0,61781,46826,05,131,2018
"White County, Arkansas",123300,521,7371.0,78727,31608,13024.0,33429,42270,05,145,2018
"Garland County, Arkansas",149500,617,10106.0,99154,41066,22474.0,42510,42779,05,051,2018
"Washington County, Arkansas",169800,661,28087.0,236961,115315,36644.0,119498,50342,05,143,2018
"Craighead County, Arkansas",149700,614,12467.0,108558,49628,20171.0,52761,44810,05,031,2018
