County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),Owner Occupied Housing Units,Total Households,State FIPS,County FIPS,Year
"Bannock County, Idaho",165800,583,10152.0,87138,38962,11255.0,41298,50748,10639,30635,16,005,2018
"Bonneville County, Idaho",198900,659,14662.0,116854,49000,11972.0,52095,58729,12844,40224,16,019,2018
"Canyon County, Idaho",190500,707,17355.0,223499,99434,24251.0,104577,53374,19828,74520,16,027,2018
"Madison County, Illinois",136600,639,29897.0,264461,129815,37155.0,138035,59987,31390,108977,17,119,2018
"Kankakee County, Illinois",147300,731,8710.0,110024,50175,18214.0,52415,51404,13353,40642,17,091,2018
"DuPage County, Illinois",317800,1194,195724.0,928589,498676,59492.0,517142,93750,93510,345714,17,043,2018
"LaSalle County, Illinois",126300,584,9501.0,109430,53194,15802.0,55428,51838,13373,44714,17,099,2018
"Cook County, Illinois",255900,978,825874.0,5180493,2585305,696646.0,2769056,63353,848401,1981796,17,031,2018
"Macon County, Illinois",102100,552,10218.0,104712,48087,18298.0,51700,50066,14604,44562,17,115,2018
"McHenry County, Illinois",233200,1019,48487.0,308570,166067,17588.0,173005,85275,22926,114544,17,111,2018
"St. Clair County, Illinois",132200,641,31043.0,261059,122021,37241.0,128315,59141,35870,104803,17,163,2018
"Champaign County, Illinois",167400,703,26318.0,209983,102318,38811.0,107701,52725,38645,84290,17,019,2018
"Kane County, Illinois",246000,988,72057.0,534216,275153,44277.0,286875,79818,45292,183633,17,089,2018
"Kendall County, Illinois",239500,1341,17199.0,127915,62503,4961.0,67032,89862,6193,40716,17,093,2018
"Winnebago County, Illinois",121800,651,25389.0,284081,135900,46370.0,145487,53345,38418,114337,17,201,2018
"Adams County, Illinois",137800,626,8835.0,65691,33898,7739.0,34848,56699,7444,26397,17,001,2018
"DeKalb County, Illinois",178800,797,14704.0,104143,53131,13389.0,55946,63085,16458,38849,17,037,2018
"Vermilion County, Illinois",85000,493,5271.0,76806,30380,14576.0,33062,43655,9518,30166,17,183,2018
"Will County, Illinois",242800,974,99519.0,692310,360561,42458.0,377263,85818,45974,231647,17,197,2018
"Williamson County, Illinois",121200,533,6371.0,67056,30328,8888.0,31703,43568,9914,27815,17,199,2018
"Tazewell County, Illinois",142700,606,15937.0,132328,60423,12889.0,62646,60857,14468,54123,17,179,2018
"Sangamon County, Illinois",143600,663,28316.0,195348,96234,25651.0,101513,61997,26743,83006,17,167,2018
"McLean County, Illinois",173700,713,29479.0,172828,86902,25715.0,89468,66256,23200,65998,17,113,2018
"Rock Island County, Illinois",118100,624,16000.0,143477,68343,20208.0,72229,52148,17646,61009,17,161,2018
"Peoria County, Illinois",137000,641,23634.0,180621,82041,29927.0,87156,56138,25951,71506,17,143,2018
"Lake County, Illinois",269300,1045,121686.0,700832,351948,53080.0,368896,87133,64982,246620,17,097,2018
"Tippecanoe County, Indiana",158600,698,24610.0,193048,95314,32698.0,100383,50256,32771,70446,18,157,2018
"Hamilton County, Indiana",280100,1053,76229.0,330086,176794,14041.0,181158,100209,29911,122876,18,057,2018
"Bartholomew County, Indiana",155700,732,11337.0,82753,39897,8665.0,41384,62047,9277,31891,18,005,2018
"Clark County, Indiana",154600,675,11714.0,117360,61628,14155.0,63537,56307,13926,45905,18,019,2018
"Hendricks County, Indiana",199100,878,28030.0,167009,89350,11844.0,90901,80582,12874,60368,18,063,2018
"Grant County, Indiana",84500,466,3534.0,65936,29113,12733.0,31154,44839,6976,26923,18,053,2018
"LaPorte County, Indiana",133600,624,10074.0,110007,47592,16770.0,50613,51584,11691,43122,18,091,2018
"Porter County, Indiana",189500,814,19948.0,169594,82681,14960.0,85627,66476,15899,66144,18,127,2018
"Vigo County, Indiana",98200,546,10159.0,107386,50809,18558.0,53914,48961,16701,43262,18,167,2018
"Boone County, Indiana",244900,850,13128.0,66999,34911,3052.0,35536,81145,5626,24808,18,011,2018
"Lake County, Indiana",154000,722,48954.0,484411,222504,72603.0,237535,55154,55812,186769,18,089,2018
"Howard County, Indiana",122900,565,8514.0,82366,37974,9074.0,39444,55868,11267,35139,18,067,2018
"Madison County, Indiana",107200,594,11430.0,129641,57600,21802.0,59987,49615,14969,50426,18,095,2018
"Allen County, Indiana",132400,624,45798.0,375351,185932,49317.0,194680,54260,45217,147638,18,003,2018
"Delaware County, Indiana",96000,611,9434.0,114772,54230,24394.0,57484,41662,15923,45311,18,035,2018
"Floyd County, Indiana",174600,685,10621.0,77781,40049,6419.0,41462,66391,7734,30300,18,043,2018
"Johnson County, Indiana",178700,758,22183.0,156225,81632,11714.0,85343,68209,16397,57504,18,081,2018
"Morgan County, Indiana",158400,624,5815.0,70116,33599,7749.0,35797,68338,5788,25968,18,109,2018
"St. Joseph County, Indiana",136500,677,33491.0,270771,136975,33593.0,141570,54434,35191,107730,18,141,2018
"Kosciusko County, Indiana",145500,625,6957.0,79344,42010,6583.0,43397,55253,8130,30798,18,085,2018
"Vanderburgh County, Indiana",139300,600,21731.0,180974,87497,26294.0,92840,50325,26849,75058,18,163,2018
"Monroe County, Indiana",184800,760,20718.0,146917,73938,28845.0,78022,47369,26020,57102,18,105,2018
"Elkhart County, Indiana",152800,667,17224.0,205560,100368,23880.0,105272,58350,21444,73660,18,039,2018
"Marion County, Indiana",142700,711,131109.0,954670,466254,156914.0,496904,47780,174707,373634,18,097,2018
"Wayne County, Indiana",92000,485,5081.0,65936,29336,9736.0,30860,44928,9957,28338,18,177,2018
"Polk County, Iowa",189200,785,87493.0,487204,262065,46611.0,271998,68291,60948,189546,19,153,2018
"Story County, Iowa",191300,790,14856.0,98105,51985,17924.0,55114,54586,16706,37290,19,169,2018
"Woodbury County, Iowa",128100,632,10704.0,102539,50829,14105.0,53353,61516,13436,39253,19,193,2018
"Black Hawk County, Iowa",143900,637,16193.0,132408,69021,21726.0,72472,51920,18406,53386,19,013,2018
"Linn County, Iowa",157200,623,36431.0,225909,120071,20421.0,124160,64103,23032,91747,19,113,2018
"Dallas County, Iowa",269600,933,18779.0,90180,49871,6616.0,50964,83990,11020,35492,19,049,2018
"Dubuque County, Iowa",167100,616,12760.0,96854,49454,11456.0,51120,60225,10620,38501,19,061,2018
"Scott County, Iowa",171300,680,26040.0,173283,87735,20855.0,92009,58175,21752,66905,19,163,2018
"Johnson County, Iowa",236300,861,22603.0,151260,84295,24388.0,87117,63035,25565,60868,19,103,2018
"Pottawattamie County, Iowa",141700,721,9220.0,93533,45910,10701.0,47928,55376,12378,36635,19,155,2018
"Sedgwick County, Kansas",147700,608,65348.0,513607,249173,66107.0,260856,55882,71885,198024,20,173,2018
"Wyandotte County, Kansas",107200,667,12517.0,165324,75651,28860.0,81054,47285,27109,60708,20,209,2018
"Butler County, Kansas",148200,672,8356.0,66765,30877,6104.0,31822,64898,5728,24692,20,015,2018
"Leavenworth County, Kansas",196000,762,10240.0,81352,35062,9649.0,36676,71071,9402,26654,20,103,2018
"Riley County, Kansas",216200,720,9466.0,73703,36755,14447.0,39157,44697,15197,26617,20,161,2018
"Johnson County, Kansas",277300,928,139272.0,597555,326916,31942.0,335446,86746,72416,231184,20,091,2018
"Shawnee County, Kansas",136000,649,24293.0,177499,83296,24839.0,86971,52104,25791,72788,20,177,2018
"Jefferson County, Kentucky",182500,705,108740.0,770517,383026,115531.0,403846,55851,119766,311263,21,111,2018
"Campbell County, Kentucky",177500,677,14380.0,93152,47957,13169.0,50125,59524,10463,36992,21,037,2018
"Hardin County, Kentucky",162600,651,8842.0,110356,48463,15177.0,50619,50981,15751,41625,21,093,2018
"Fayette County, Kentucky",193300,755,51852.0,323780,172255,45230.0,181304,54896,57967,131067,21,067,2018
"McCracken County, Kentucky",147900,584,7510.0,65346,29009,8529.0,29887,47764,10387,27650,21,145,2018
"Kenton County, Kentucky",162300,726,23419.0,166051,85118,15899.0,89922,64441,21910,64611,21,117,2018
"Christian County, Kentucky",122600,668,4900.0,71671,23520,11459.0,26514,38448,13871,26114,21,047,2018
"Daviess County, Kentucky",142500,560,9304.0,101104,46264,15853.0,48177,50934,12910,39590,21,059,2018
"Oldham County, Kentucky",304200,677,10913.0,66470,31272,4111.0,32469,102033,3667,21237,21,185,2018
"Warren County, Kentucky",180300,645,14991.0,131264,67945,21157.0,70610,53601,19921,48843,21,227,2018
"Bullitt County, Kentucky",173600,664,5866.0,81069,40622,8401.0,42059,58119,5676,29789,21,029,2018
"Boone County, Kentucky",195800,846,18073.0,131533,71284,5971.0,73441,77429,13056,47684,21,015,2018
"Madison County, Kentucky",161800,607,10433.0,92368,46096,13994.0,47897,52047,13804,33396,21,151,2018
"Rapides Parish, Louisiana",153900,625,11745.0,130562,53394,24399.0,57801,49175,18851,48915,22,079,2018
"Tangipahoa Parish, Louisiana",162800,684,11603.0,133777,55594,21220.0,61048,48205,13168,47401,22,105,2018
"East Baton Rouge Parish, Louisiana",200400,777,60924.0,440956,216411,69618.0,228187,52947,65129,163274,22,033,2018
"Jefferson Parish, Louisiana",191900,827,59234.0,434051,210417,65664.0,222771,50766,66572,167596,22,051,2018
"Bossier Parish, Louisiana",159600,697,17278.0,127185,58100,19006.0,60790,55922,17822,50099,22,015,2018
"Ouachita Parish, Louisiana",163500,598,15310.0,154475,62909,31782.0,68257,44059,23172,55599,22,073,2018
"St. Landry Parish, Louisiana",129200,429,4635.0,82764,29938,29247.0,32803,32867,10337,29965,22,097,2018
"St. Tammany Parish, Louisiana",228800,901,39793.0,258111,117657,32491.0,124664,65392,19393,93589,22,103,2018
"Caddo Parish, Louisiana",143300,630,22197.0,242922,103570,52842.0,111380,39077,39718,94778,22,017,2018
"Ascension Parish, Louisiana",221500,690,15428.0,124672,61110,13437.0,65458,79495,9585,45102,22,005,2018
"Lafayette Parish, Louisiana",193500,731,34922.0,242782,117852,36016.0,123583,60071,32605,94002,22,055,2018
"Iberia Parish, Louisiana",128900,513,5255.0,70941,30933,17167.0,33402,42994,8726,25386,22,045,2018
"Livingston Parish, Louisiana",170100,864,13987.0,139567,63651,13645.0,66376,64067,7993,49084,22,063,2018
"Orleans Parish, Louisiana",242900,817,59951.0,391006,176055,89130.0,191079,38423,80122,155104,22,071,2018
"Terrebonne Parish, Louisiana",151400,705,7543.0,111021,45432,17689.0,49176,52820,9869,37911,22,109,2018
"Calcasieu Parish, Louisiana",162400,684,20239.0,203112,89602,28893.0,93541,49113,26516,78351,22,019,2018
"Lafourche Parish, Louisiana",155000,625,7288.0,98115,42844,16057.0,46246,50296,8642,35838,22,057,2018
"Penobscot County, Maine",149500,695,19373.0,151096,72753,21755.0,75526,47217,21094,61765,23,019,2018
"Androscoggin County, Maine",158900,713,10486.0,107679,54151,12042.0,57101,49697,17309,44897,23,001,2018
"Cumberland County, Maine",294400,1036,63845.0,293557,167779,23332.0,171717,72452,38750,123485,23,005,2018
"York County, Maine",262900,887,32485.0,206229,109898,18083.0,112645,66614,25009,88416,23,031,2018
"Aroostook County, Maine",96700,477,7025.0,67111,28706,9949.0,30411,38233,8717,29931,23,003,2018
"Kennebec County, Maine",156300,655,15114.0,122083,61673,12351.0,63633,51653,15414,54299,23,011,2018
"Howard County, Maryland",476600,1470,69492.0,323196,171541,16304.0,177937,116984,33264,116903,24,027,2018
"Prince George's County, Maryland",320500,1348,119697.0,909308,484007,72038.0,519459,83034,118572,315759,24,033,2018
"Anne Arundel County, Maryland",371400,1481,97738.0,576031,293446,39678.0,305391,97814,55421,212687,24,003,2018
"Baltimore County, Maryland",269900,1115,132445.0,828431,418706,81484.0,440070,76182,104526,313259,24,005,2018
"Frederick County, Maryland",338700,1261,40522.0,255648,134129,15765.0,139324,95850,24493,95903,24,021,2018
"Calvert County, Maryland",362500,1301,12076.0,92003,48963,3731.0,50309,107884,5818,32145,24,009,2018
"Montgomery County, Maryland",489000,1625,194445.0,1052567,572684,72305.0,597093,108188,128692,368334,24,031,2018
"Carroll County, Maryland",348500,893,26825.0,168429,88077,10609.0,90870,97430,10549,60371,24,013,2018
"St. Mary's County, Maryland",309800,1162,15078.0,112664,55450,8949.0,56956,92250,11935,41239,24,037,2018
"Charles County, Maryland",318900,1498,21589.0,161503,80363,9063.0,84163,94368,13902,56947,24,017,2018
"Washington County, Maryland",211600,770,14503.0,150926,68544,15448.0,72887,63126,19437,56306,24,043,2018
"Wicomico County, Maryland",173700,840,9312.0,103195,47866,14227.0,51483,57249,16830,38084,24,045,2018
"Cecil County, Maryland",240500,948,11862.0,102826,51577,6309.0,54848,74452,9598,36620,24,015,2018
"Baltimore city, Maryland",167800,877,69862.0,602495,286050,107073.0,306795,51000,124583,237204,24,510,2018
"Harford County, Maryland",297200,1077,37288.0,253956,131173,18047.0,136720,88603,19726,94802,24,025,2018
"Allegany County, Maryland",113900,509,5458.0,70975,29353,10304.0,32262,42068,8194,27190,24,001,2018
"Suffolk County, Massachusetts",538000,1525,146569.0,807252,443314,134004.0,474178,69985,203882,315049,25,025,2018
"Middlesex County, Massachusetts",543600,1536,322142.0,1614714,893298,113212.0,929802,100517,235359,612224,25,017,2018
"Bristol County, Massachusetts",317500,767,69964.0,564022,284738,58275.0,299457,66205,83886,215132,25,005,2018
"Hampden County, Massachusetts",217600,763,55685.0,470406,212587,76674.0,224286,52372,71620,178678,25,013,2018
"Essex County, Massachusetts",444700,1115,129860.0,790638,411557,83165.0,434572,76604,109852,295481,25,009,2018
"Franklin County, Massachusetts",238400,754,12201.0,70963,37353,6975.0,38635,59248,8822,30391,25,011,2018
"Worcester County, Massachusetts",291800,922,131593.0,830839,426478,71000.0,446891,71853,104807,308831,25,027,2018
"Hampshire County, Massachusetts",291800,956,22365.0,161355,84123,14864.0,88088,76966,19947,58902,25,015,2018
"Barnstable County, Massachusetts",408000,1112,37697.0,213413,105814,15926.0,110181,68902,15683,86671,25,001,2018
"Berkshire County, Massachusetts",224800,737,18893.0,126348,62480,12978.0,65311,60476,17573,55212,25,003,2018
"Plymouth County, Massachusetts",388500,1141,88892.0,518132,267996,29085.0,281384,90484,43131,189304,25,023,2018
"Norfolk County, Massachusetts",496600,1425,137359.0,705388,379115,45143.0,396406,100356,86449,267880,25,021,2018
"Monroe County, Michigan",168800,707,15819.0,150439,70961,15252.0,74375,61916,12169,61586,26,115,2018
"Oakland County, Michigan",258900,903,242455.0,1259201,650047,100974.0,676374,80193,146906,503645,26,125,2018
"Muskegon County, Michigan",123300,607,15731.0,173588,75834,26217.0,79963,50080,16712,67196,26,121,2018
"Lapeer County, Michigan",190800,627,7281.0,88028,40962,9292.0,43154,65561,5006,33560,26,087,2018
"Ottawa County, Michigan",213000,771,41842.0,290494,150729,18151.0,155342,69952,20837,103438,26,139,2018
"Berrien County, Michigan",152900,580,20502.0,154141,74425,22950.0,78093,51262,17834,64783,26,021,2018
"Ingham County, Michigan",142700,739,38370.0,292735,145718,50107.0,155208,52691,46983,112170,26,065,2018
"Van Buren County, Michigan",150400,538,6936.0,75448,35631,12212.0,37133,59295,6299,28607,26,159,2018
"Wayne County, Michigan",120700,689,179168.0,1753893,753512,374511.0,818360,46390,261159,687546,26,163,2018
"Grand Traverse County, Michigan",220200,851,15128.0,92573,46888,10364.0,48827,66163,9091,36782,26,055,2018
"Genesee County, Michigan",118700,593,39717.0,406892,178222,75542.0,193304,48127,54063,169469,26,049,2018
"Livingston County, Michigan",256800,928,30370.0,191224,99831,9056.0,103088,82884,10816,72676,26,093,2018
"Kalamazoo County, Michigan",163900,698,39223.0,264870,133644,37449.0,142491,55416,36958,104234,26,077,2018
"Marquette County, Michigan",156500,640,9783.0,66516,30648,9476.0,32485,54779,8220,26328,26,103,2018
"Calhoun County, Michigan",107700,593,13498.0,134487,61273,23557.0,65009,47204,17093,53914,26,025,2018
"Kent County, Michigan",189100,781,104876.0,653786,340436,72445.0,357620,61537,73210,244046,26,081,2018
"Saginaw County, Michigan",105800,576,16854.0,190800,83369,30788.0,88200,48990,23216,78740,26,145,2018
"Shiawassee County, Michigan",125100,607,5494.0,68192,32230,6648.0,33613,54456,7720,28218,26,155,2018
"Bay County, Michigan",105900,575,9179.0,103923,47831,17294.0,50288,50606,11046,44469,26,017,2018
"Allegan County, Michigan",170200,719,11268.0,117327,55788,13451.0,57899,61353,7509,43992,26,005,2018
"Isabella County, Michigan",139200,644,6066.0,70562,34287,15805.0,36819,46198,9407,25367,26,073,2018
"Midland County, Michigan",146200,589,10329.0,83209,37354,10054.0,39526,56091,9071,34091,26,111,2018
"Clinton County, Michigan",174600,699,10910.0,79332,38700,6452.0,39705,69522,6973,29783,26,037,2018
"Lenawee County, Michigan",141800,673,10335.0,98266,44541,8763.0,46330,55378,9196,38388,26,091,2018
"St. Clair County, Michigan",161400,637,13874.0,159337,74476,22946.0,80253,56441,14208,65751,26,147,2018
"Washtenaw County, Michigan",280500,992,63216.0,370963,190418,54353.0,200008,71860,55839,143072,26,161,2018
"Jackson County, Michigan",137300,634,15362.0,158823,67344,20419.0,72181,51031,17231,62598,26,075,2018
"Macomb County, Michigan",176100,792,100454.0,874759,438680,95998.0,458976,62107,89963,347508,26,099,2018
"Eaton County, Michigan",166000,757,14567.0,109826,52991,10124.0,55792,67195,11515,44879,26,045,2018
"Hennepin County, Minnesota",289900,1046,282534.0,1259428,707713,125008.0,735038,76052,191956,508964,27,053,2018
"Olmsted County, Minnesota",229200,853,27295.0,156277,84199,10062.0,85960,75327,19348,63462,27,109,2018
"Scott County, Minnesota",309200,1047,26607.0,147381,80822,9408.0,83291,100963,8683,50040,27,139,2018
"Rice County, Minnesota",218100,770,8363.0,66523,32173,5541.0,34233,65839,5431,23358,27,131,2018
"Sherburne County, Minnesota",240700,894,12373.0,96036,53460,7438.0,54578,80643,6956,32033,27,141,2018
"Ramsey County, Minnesota",240900,895,96135.0,550210,284189,77859.0,296063,62919,85562,209287,27,123,2018
"Wright County, Minnesota",253400,845,16533.0,136349,75205,5950.0,76340,88359,10225,48863,27,171,2018
"Blue Earth County, Minnesota",191900,767,8971.0,67427,38815,10589.0,39412,58616,9769,26362,27,013,2018
"St. Louis County, Minnesota",161200,708,25856.0,199754,97588,28416.0,102229,53550,25170,84370,27,137,2018
"Anoka County, Minnesota",247000,1031,55113.0,353813,193831,17516.0,200245,82492,25225,128140,27,003,2018
"Stearns County, Minnesota",193900,741,18530.0,159256,84434,20595.0,88868,60669,18325,58510,27,145,2018
"Dakota County, Minnesota",279300,1070,87853.0,425423,232186,26968.0,239545,86302,41886,162496,27,037,2018
"Washington County, Minnesota",298400,1149,51758.0,259201,142264,9415.0,144939,95124,16326,96387,27,163,2018
"Jones County, Mississippi",113900,521,6286.0,68461,29416,12598.0,30141,49393,6346,25098,28,067,2018
"Hinds County, Mississippi",126700,671,29055.0,237085,105511,41589.0,115205,45459,37064,85483,28,049,2018
"Forrest County, Mississippi",134200,596,8124.0,75036,32549,18496.0,34694,38837,12554,27248,28,035,2018
"Madison County, Mississippi",221100,818,21411.0,105630,55342,6323.0,56588,75992,10025,40229,28,089,2018
"Rankin County, Mississippi",169300,868,18833.0,153902,76109,12283.0,78986,66480,12847,55483,28,121,2018
"Jackson County, Mississippi",134200,657,13791.0,143277,59522,27249.0,66051,50546,17753,51659,28,059,2018
"Harrison County, Mississippi",148500,677,18832.0,206650,85825,41359.0,95570,45042,36384,82375,28,047,2018
"Lauderdale County, Mississippi",107400,564,6050.0,75317,28735,19817.0,31240,37971,11062,29993,28,075,2018
"Lee County, Mississippi",135300,649,9084.0,85202,38049,9556.0,41192,53062,10467,32527,28,081,2018
"DeSoto County, Mississippi",170800,832,22152.0,182001,92042,15823.0,97706,68385,16751,63075,28,033,2018
"Jefferson County, Missouri",168000,651,22670.0,224347,114228,18760.0,119383,65246,16255,85892,29,099,2018
"Clay County, Missouri",186800,771,37024.0,246365,128139,16488.0,133696,68269,29957,91901,29,047,2018
"St. Louis County, Missouri",210000,774,172199.0,996945,498663,103351.0,517639,66778,134513,408117,29,189,2018
"Boone County, Missouri",192200,697,27958.0,180005,94606,31162.0,99127,54356,33107,72217,29,019,2018
"Cole County, Missouri",167300,482,12540.0,76796,38989,4425.0,40230,63568,9242,29593,29,051,2018
"Franklin County, Missouri",170000,533,9312.0,103670,51465,8488.0,53735,58209,10550,40387,29,071,2018
"Jackson County, Missouri",159100,709,96285.0,700307,353167,88942.0,368350,55929,119182,288752,29,095,2018
"Buchanan County, Missouri",131200,557,9741.0,88571,41192,13368.0,43317,55020,12037,33621,29,021,2018
"Cass County, Missouri",192900,742,12858.0,104954,52825,8874.0,54899,71114,8157,40197,29,037,2018
"St. Charles County, Missouri",228800,858,67001.0,399182,209733,22650.0,216989,81663,29364,149951,29,183,2018
"Cape Girardeau County, Missouri",160600,590,9634.0,78753,40065,11080.0,41732,49844,10337,28675,29,031,2018
"Platte County, Missouri",235200,854,18312.0,102985,54262,5564.0,56433,80468,13329,40086,29,165,2018
"St. Francois County, Missouri",126200,513,3581.0,66692,27111,12190.0,28319,46796,8928,25670,29,187,2018
"St. Louis city, Missouri",154800,645,45640.0,302838,158338,65085.0,168765,43889,81284,144295,29,510,2018
"Christian County, Missouri",177500,591,9431.0,86983,40495,6767.0,41658,56717,7796,31421,29,043,2018
"Jasper County, Missouri",125200,560,13396.0,120636,56103,20601.0,59390,46617,17712,47846,29,097,2018
"Greene County, Missouri",148000,611,33509.0,291923,135829,44685.0,141254,43771,57412,128691,29,077,2018
"Lewis and Clark County, Montana",269500,726,10863.0,68700,35237,7519.0,36528,65241,7648,27842,30,049,2018
"Yellowstone County, Montana",231000,787,26231.0,160137,80537,17522.0,83316,60079,22151,66805,30,111,2018
"Missoula County, Montana",302100,776,19263.0,118791,68413,14637.0,70418,56598,21532,50401,30,063,2018
"Cascade County, Montana",189300,707,8854.0,81643,37225,10945.0,38218,49948,14375,35558,30,013,2018
"Gallatin County, Montana",412100,1023,21699.0,111876,65763,9917.0,66507,68266,17010,44423,30,031,2018
"Flathead County, Montana",320400,840,15265.0,102106,49555,11015.0,50938,53193,10709,38372,30,029,2018
"Sarpy County, Nebraska",208400,869,29029.0,184459,94037,10538.0,97367,77941,22017,66273,31,153,2018
"Lancaster County, Nebraska",184100,724,52036.0,317272,175910,37776.0,181536,57650,50456,125917,31,109,2018
"Douglas County, Nebraska",176400,775,95301.0,566880,296408,62603.0,308478,64390,84511,220858,31,055,2018
"Clark County, Nevada",286600,975,246720.0,2231647,1058400,306027.0,1124165,57076,370321,808605,32,003,2018
"Washoe County, Nevada",363000,993,62300.0,465735,240788,47062.0,250965,63310,78385,185709,32,031,2018
"Cheshire County, New Hampshire",192700,793,11158.0,76493,39875,7875.0,41711,59186,9345,30208,33,005,2018
"Grafton County, New Hampshire",233900,950,13996.0,89786,47809,6569.0,49096,66358,11161,35394,33,009,2018
"Rockingham County, New Hampshire",343700,1091,57888.0,309176,172287,16591.0,177431,95160,26831,119467,33,015,2018
"Hillsborough County, New Hampshire",283500,1010,70785.0,415247,228593,30528.0,237756,78978,54743,161649,33,011,2018
"Merrimack County, New Hampshire",239100,914,19907.0,151132,81067,9497.0,84382,75088,14219,58521,33,013,2018
"Strafford County, New Hampshire",249500,935,20497.0,130090,70637,12304.0,73199,71528,16546,48393,33,017,2018
"Mercer County, New Jersey",289700,1136,54834.0,369811,186168,39873.0,197131,80632,49761,132980,34,021,2018
"Cumberland County, New Jersey",166900,848,10088.0,150972,60140,20405.0,65251,52795,16264,50034,34,011,2018
"Somerset County, New Jersey",436600,1478,71354.0,331164,172310,15083.0,180843,121378,27553,118729,34,035,2018
"Ocean County, New Jersey",285200,1243,84865.0,601651,263534,58249.0,276259,68551,45641,228622,34,029,2018
"Atlantic County, New Jersey",219300,916,33305.0,265429,129700,33538.0,140106,61212,30122,96981,34,001,2018
"Middlesex County, New Jersey",352300,1347,152188.0,829685,414736,66769.0,435731,88217,105939,285480,34,023,2018
"Salem County, New Jersey",178200,885,7309.0,62607,28387,7090.0,30331,65733,7446,23952,34,033,2018
"Cape May County, New Jersey",306900,949,16203.0,92560,42080,8487.0,44812,67007,7677,39208,34,009,2018
"Camden County, New Jersey",198600,937,67763.0,507078,246447,66672.0,263575,67523,63162,188840,34,007,2018
"Union County, New Jersey",375400,1166,85853.0,558067,296235,40484.0,309710,82186,81374,192021,34,039,2018
"Hudson County, New Jersey",405200,1290,135270.0,676061,369645,96312.0,385124,74414,176444,263924,34,017,2018
"Hunterdon County, New Jersey",423100,1185,28273.0,124714,65089,5826.0,67039,111269,8055,47733,34,019,2018
"Morris County, New Jersey",469900,1456,110254.0,494228,261468,21856.0,273226,112288,48708,181738,34,027,2018
"Monmouth County, New Jersey",436200,1261,129895.0,621354,322545,40657.0,336724,99642,60425,236327,34,025,2018
"Sussex County, New Jersey",269300,1227,25201.0,140799,77486,6719.0,81160,92818,8350,53749,34,037,2018
"Essex County, New Jersey",393000,1056,114379.0,799767,390081,118156.0,419217,63368,159933,289921,34,013,2018
"Gloucester County, New Jersey",221600,1075,43899.0,291408,148667,22292.0,155593,81849,20382,101414,34,015,2018
"Passaic County, New Jersey",351500,1132,66740.0,503310,247660,67786.0,257256,75259,81071,169521,34,031,2018
"Bergen County, New Jersey",476200,1358,204372.0,936692,486527,64303.0,506582,100361,119749,339953,34,003,2018
"Warren County, New Jersey",269900,985,16769.0,105779,55795,6310.0,58925,77452,11493,41742,34,041,2018
"Burlington County, New Jersey",251400,1186,76507.0,445384,223123,25266.0,233611,84889,41070,166698,34,005,2018
"McKinley County, New Mexico",76500,520,2684.0,72290,22473,24013.0,26069,34080,5953,21449,35,031,2018
"Sandoval County, New Mexico",216800,865,20569.0,145179,62075,18838.0,67468,54338,16104,53996,35,043,2018
"San Juan County, New Mexico",149600,707,7570.0,125043,47046,30022.0,50807,44841,12405,43707,35,045,2018
"Chaves County, New Mexico",118600,586,4311.0,64689,26559,10620.0,27679,43941,8296,22616,35,005,2018
"Lea County, New Mexico",134200,737,2641.0,69611,28838,10585.0,30749,50871,8246,23215,35,025,2018
"Santa Fe County, New Mexico",296100,928,21263.0,150056,69945,16947.0,73028,60193,18075,62707,35,049,2018
"Doña Ana County, New Mexico",144400,568,24246.0,217522,88235,54801.0,94077,35262,31765,80409,35,013,2018
"Valencia County, New Mexico",141500,603,5854.0,76456,28914,11778.0,30794,46493,5631,28379,35,061,2018
"Bernalillo County, New Mexico",208400,764,88859.0,678701,317984,112174.0,336729,51208,104717,270655,35,001,2018
"Otero County, New Mexico",113100,735,5822.0,66781,23231,13456.0,24507,42591,7966,23747,35,035,2018
"Rensselaer County, New York",187100,844,21398.0,159442,78874,17185.0,83022,71648,23757,64614,36,083,2018
"Queens County, New York",577400,1482,345988.0,2278906,1139938,258221.0,1202385,69320,431140,788110,36,081,2018
"New York County, New York",1013400,1673,401569.0,1628701,901880,245487.0,948539,85066,572050,752258,36,061,2018
"Cayuga County, New York",137500,639,7209.0,77145,34211,9180.0,35566,52376,8969,30083,36,011,2018
"Rockland County, New York",454500,1307,47206.0,325695,145105,47051.0,153257,89812,31025,99502,36,087,2018
"Niagara County, New York",132700,578,20717.0,210433,100521,27143.0,105378,55306,27537,89765,36,063,2018
"Nassau County, New York",517500,1686,238914.0,1358343,694792,74423.0,717543,116304,90504,447123,36,059,2018
"Jefferson County, New York",145600,824,9580.0,111755,42968,12418.0,45206,53146,20244,44657,36,045,2018
"Suffolk County, New York",409400,1618,206555.0,1481093,746408,104264.0,777071,100468,101823,496784,36,103,2018
"Oswego County, New York",111400,630,9374.0,117898,54884,18720.0,58998,54264,11873,46270,36,075,2018
"Wayne County, New York",130600,606,9164.0,90064,44235,7765.0,46244,61515,6932,35927,36,117,2018
"Broome County, New York",119500,656,20275.0,191659,87171,32705.0,93051,51125,27081,75539,36,007,2018
